fp_int_id,cp_level,cp_r_citing_zero,cp_r_citing_nonzero,tr_citing,cp_r_cited_zero,cp_r_cited_nonzero,tr_cited
272,0,0,0,0,0,0,0
273,0,0,0,0,0,0,0
274,0,0,0,0,0,0,0
275,0,0,0,0,0,0,0
276,0,0,0,0,0,0,0
277,1,1,0,0,0,1,3
278,0,0,0,0,0,0,0
279,1,1,0,0,0,1,3
280,0,0,0,0,0,0,0
281,0,0,0,0,0,0,0
282,0,0,0,0,0,0,0
283,0,0,0,0,0,0,0
284,0,0,0,0,0,0,0
285,0,0,0,0,0,0,0
286,0,0,0,0,0,0,0
287,0,0,0,0,0,0,0
288,0,0,0,0,0,0,0
289,0,0,0,0,0,0,0
290,0,0,0,0,0,0,0
291,0,0,0,0,0,0,0
292,0,0,0,0,0,0,0
293,2,2,0,0,0,2,2
294,1,1,0,0,0,1,4
